Table Name,web component,schema,record type,record sub_type,purpose,included in beta,FK - On Creation,indexing stradegy,Constraints,On Delete Behavior,record creation trigger,table trigger creation,table trigger record,on creation,on delete,data migration notes,audit requirements
user_google_tokens,,"""user_google_tokens""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""user_google_tokens""        ""user_id""        ""uuid""        ""NO""        
""user_google_tokens""        ""access_token""        ""text""        ""NO""        
""user_google_tokens""        ""refresh_token""        ""text""        ""YES""        
""user_google_tokens""        ""id_token""        ""text""        ""YES""        
""user_google_tokens""        ""expiry_date""        ""timestamp with time zone""        ""NO""        
""user_google_tokens""        ""scopes""        ""ARRAY""        ""YES""        
""user_google_tokens""        ""created_at""        ""timestamp with time zone""        ""NO""        ""now()""
""user_google_tokens""        ""updated_at""        ""timestamp with time zone""        ""NO""        ""now()""",tracking,marketing,website component - salesBlanket offers custom website service ,,user_google_tokens_user_id_fkey: user_id → users.id,"user_google_tokens_pkey, idx_user_google_tokens_user_id","CHECK (access_token IS NOT NULL), CHECK (created_at IS NOT NULL), CHECK (expiry_date IS NOT NULL), CHECK (id IS NOT NULL), CHECK (updated_at IS NOT NULL), CHECK (user_id IS NOT NULL), FOREIGN KEY (user_id) REFERENCES users(id), PRIMARY KEY (id), NOT NULL (access_token), NOT NULL (expiry_date), NOT NULL (user_id)",,,,,,,,
user_roles,,"""user_roles""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""user_roles""        ""user_id""        ""uuid""        ""YES""        
""user_roles""        ""role_id""        ""uuid""        ""YES""        
""user_roles""        ""settings""        ""jsonb""        ""YES""        
""user_roles""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""",organizational,assign roles to users ,you can set custom view by way of table permission to customize the access,yes,null,user_roles_pkey,"CHECK (id IS NOT NULL), PRIMARY KEY (id)",,,,,,,,
user_settings,,"""user_settings""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""user_settings""        ""user_id""        ""uuid""        ""YES""        
""user_settings""        ""notification_setting_id""        ""uuid""        ""YES""        
""user_settings""        ""value""        ""jsonb""        ""YES""        
""user_settings""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""user_settings""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",settings,settings,settings,no,null,user_settings_pkey,"CHECK (id IS NOT NULL), PRIMARY KEY (id)",,,,,,,,
user_view_preferences,,"""user_view_preferences""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""user_view_preferences""        ""user_id""        ""uuid""        ""YES""        
""user_view_preferences""        ""view_configuration_id""        ""uuid""        ""YES""        
""user_view_preferences""        ""is_favorite""        ""boolean""        ""YES""        ""false""
""user_view_preferences""        ""custom_settings""        ""jsonb""        ""YES""        
""user_view_preferences""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""user_view_preferences""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",settings,settings,settings,no,null,user_view_preferences_pkey,"CHECK (id IS NOT NULL), PRIMARY KEY (id)",,,,,,,,
user_zone_scope,,"""user_zone_scope""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""user_zone_scope""        ""user_id""        ""uuid""        ""YES""        
""user_zone_scope""        ""zone_id""        ""uuid""        ""YES""        
""user_zone_scope""        ""assigned_at""        ""timestamp with time zone""        ""YES""        
""user_zone_scope""        ""assigned_by""        ""uuid""        ""YES""        
""user_zone_scope""        ""is_active""        ""boolean""        ""YES""        ""true""
""user_zone_scope""        ""metadata""        ""jsonb""        ""YES""        
""user_zone_scope""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""user_zone_scope""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",geo spacial entities,permissions and access,granule control,no,null,user_zone_scope_pkey,"CHECK (id IS NOT NULL), PRIMARY KEY (id)",,,,,,,,
users,,"""users""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""users""        ""username""        ""character varying""        ""NO""        
""users""        ""password_hash""        ""character varying""        ""NO""        
""users""        ""email""        ""character varying""        ""NO""        
""users""        ""first_name""        ""character varying""        ""YES""        
""users""        ""last_name""        ""character varying""        ""YES""        
""users""        ""status""        ""character varying""        ""YES""        ""'ACTIVE'::character varying""
""users""        ""avatar_url""        ""character varying""        ""YES""        
""users""        ""last_login""        ""timestamp with time zone""        ""YES""        
""users""        ""preferences""        ""jsonb""        ""YES""        
""users""        ""metadata""        ""jsonb""        ""YES""        
""users""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""users""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""
""users""        ""is_external""        ""boolean""        ""YES""        ""false""",organizational entities,user record needed to access the application,we have flags for external users on creation - they expire.,yes,null,"users_email_key, users_pkey, users_username_key","CHECK (email IS NOT NULL), CHECK (id IS NOT NULL), CHECK (password_hash IS NOT NULL), CHECK (username IS NOT NULL), PRIMARY KEY (id), UNIQUE (email), UNIQUE (username), NOT NULL (email), NOT NULL (password_hash), NOT NULL (username)",,,,,,,,
view_configurations,,"""view_configurations""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""view_configurations""        ""view_type_id""        ""uuid""        ""YES""        
""view_configurations""        ""name""        ""character varying""        ""NO""        
""view_configurations""        ""config""        ""jsonb""        ""YES""        
""view_configurations""        ""is_system""        ""boolean""        ""YES""        ""false""
""view_configurations""        ""is_default""        ""boolean""        ""YES""        ""false""
""view_configurations""        ""created_by""        ""uuid""        ""YES""        
""view_configurations""        ""metadata""        ""jsonb""        ""YES""        
""view_configurations""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""view_configurations""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",configurations,system,on startup,yes,null,view_configurations_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
view_types,,"""view_types""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""view_types""        ""name""        ""character varying""        ""NO""        
""view_types""        ""component_path""        ""character varying""        ""YES""        
""view_types""        ""icon""        ""character varying""        ""YES""        
""view_types""        ""description""        ""text""        ""YES""        
""view_types""        ""default_config""        ""jsonb""        ""YES""        
""view_types""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""view_types""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",identification,system,"Defines different ways to visualize and interact with data in the salesBlanket application, supporting customizable user interfaces.",,null,view_types_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
visitor_sessions,,"""visitor_sessions""        ""id""        ""uuid""        ""NO""        
""visitor_sessions""        ""session_id""        ""character varying""        ""NO""        
""visitor_sessions""        ""ip_address""        ""character varying""        ""YES""        
""visitor_sessions""        ""user_agent""        ""text""        ""YES""        
""visitor_sessions""        ""referrer_url""        ""text""        ""YES""        
""visitor_sessions""        ""landing_page""        ""character varying""        ""YES""        
""visitor_sessions""        ""utm_source""        ""character varying""        ""YES""        
""visitor_sessions""        ""utm_medium""        ""character varying""        ""YES""        
""visitor_sessions""        ""utm_campaign""        ""character varying""        ""YES""        
""visitor_sessions""        ""utm_term""        ""character varying""        ""YES""        
""visitor_sessions""        ""utm_content""        ""character varying""        ""YES""        
""visitor_sessions""        ""visit_start""        ""timestamp without time zone""        ""NO""        
""visitor_sessions""        ""visit_end""        ""timestamp without time zone""        ""YES""        
""visitor_sessions""        ""device_type""        ""character varying""        ""YES""        
""visitor_sessions""        ""browser""        ""character varying""        ""YES""        
""visitor_sessions""        ""os""        ""character varying""        ""YES""        
""visitor_sessions""        ""country""        ""character varying""        ""YES""        
""visitor_sessions""        ""region""        ""character varying""        ""YES""        
""visitor_sessions""        ""city""        ""character varying""        ""YES""        
""visitor_sessions""        ""created_at""        ""timestamp without time zone""        ""NO""        ",tracking,marketing,,,null,visitor_sessions_pkey,"CHECK (created_at IS NOT NULL), CHECK (id IS NOT NULL), CHECK (session_id IS NOT NULL), CHECK (visit_start IS NOT NULL), PRIMARY KEY (id), NOT NULL (created_at), NOT NULL (id), NOT NULL (session_id), NOT NULL (visit_start)",,,,,,,,
work_types,,"""work_types""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""work_types""        ""name""        ""character varying""        ""NO""        
""work_types""        ""description""        ""text""        ""YES""        
""work_types""        ""is_active""        ""boolean""        ""YES""        ""true""
""work_types""        ""created_by""        ""uuid""        ""YES""        
""work_types""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""",opportunities,opportunities,"Defines types of work that can be performed, such as Roofing, Siding, and Gutters.",,work_types_created_by_fkey: created_by → users.id,work_types_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), FOREIGN KEY (created_by) REFERENCES users(id), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
zone_goals,,"""zone_goals""        ""id""        ""uuid""        ""NO""        
""zone_goals""        ""zone_id""        ""uuid""        ""YES""        
""zone_goals""        ""title""        ""character varying""        ""NO""        
""zone_goals""        ""description""        ""text""        ""YES""        
""zone_goals""        ""goal_type""        ""character varying""        ""YES""        
""zone_goals""        ""target_value""        ""numeric""        ""YES""        
""zone_goals""        ""current_value""        ""numeric""        ""YES""        
""zone_goals""        ""start_date""        ""date""        ""YES""        
""zone_goals""        ""target_date""        ""date""        ""YES""        
""zone_goals""        ""status""        ""character varying""        ""YES""        ""'ACTIVE'::character varying""
""zone_goals""        ""priority""        ""integer""        ""YES""        
""zone_goals""        ""parent_goal_id""        ""uuid""        ""YES""        
""zone_goals""        ""created_by""        ""uuid""        ""NO""        
""zone_goals""        ""created_at""        ""timestamp without time zone""        ""NO""        
""zone_goals""        ""updated_at""        ""timestamp without time zone""        ""NO""        ",goals,sales management,zone oriented goals - large teams,no,null,zone_goals_pkey,"CHECK (created_at IS NOT NULL), CHECK (created_by IS NOT NULL), CHECK (id IS NOT NULL), CHECK (title IS NOT NULL), CHECK (updated_at IS NOT NULL), PRIMARY KEY (id), NOT NULL (created_at), NOT NULL (created_by), NOT NULL (id), NOT NULL (title), NOT NULL (updated_at)",,,,,,,,
